what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1328927642332
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1328927642332
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1328927642332
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1328927642332
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1328927642332
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1328927642332
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1328927642332
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1328927642332
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1328927642332
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1328927642332
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1328927642332
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1328927642332
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1328927642332
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1328927642332
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1328927642332
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1328927642333
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1328927642333
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1328927642333
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1328927642333
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1328927642333
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1328927642333
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328927642333
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1328927642333
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328927642333
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1328927642334
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1328927642334
os,sysinfo,,,"macosx",1328927642336
arch,sysinfo,,,"x86_64",1328927642336
ws,sysinfo,,,"cocoa",1328927642336
locale,sysinfo,,,"en_US",1328927642336
processors,sysinfo,,,"8",1328927642336
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328927642336
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11D50b",1328927642336
java.specification.name,sysinfo,,,"Java Platform API Specification",1328927642336
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328927642336
java.specification.version,sysinfo,,,"1.6",1328927642336
java.vendor,sysinfo,,,"Apple Inc.",1328927642336
java.version,sysinfo,,,"1.6.0_29",1328927642336
java.vm.info,sysinfo,,,"mixed mode",1328927642336
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1328927642336
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328927642336
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328927642336
java.vm.specification.version,sysinfo,,,"1.0",1328927642336
java.vm.vendor,sysinfo,,,"Apple Inc.",1328927642336
java.vm.version,sysinfo,,,"20.4-b02-402",1328927642336
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328927642337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927653278
started,bundle,org.python.pydev.core,2.5.0.2012020915,"org.python.pydev.core",1328927658676
started,bundle,com.python.pydev.analysis,2.5.0.2012020915,"com.python.pydev.analysis",1328927658689
started,bundle,org.python.pydev,2.5.0.2012020915,"org.python.pydev",1328927658696
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1328927689041
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1328927689072
started,bundle,org.python.pydev.parser,2.5.0.2012020915,"org.python.pydev.parser",1328927839593
error,log,,,"Info: Rebuilding internal caches: /Users/Matas/Documents/workspace/.metadata/.plugins/com.python.pydev.analysis/python_v1_bm109oo8jsa5gnqmc06ekl12p/python.pydevsysteminfo (Expected error to be provided and got no error!)",1328927848673
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1328927862226
error,log,,,"Info: Rebuilding internal caches: /Users/Matas/Documents/workspace/.metadata/.plugins/org.eclipse.core.resources/.projects/test/com.python.pydev.analysis/AdditionalProjectInterpreterInfo.pydevinfo (Expected error to be provided and got no error!)",1328927862297
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1328927862308
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1328927862747
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1328927862769
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1328927862792
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1328927867621
started,bundle,org.python.pydev.red_core,2.5.0.2012020915,"org.python.pydev.red_core",1328927867627
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1328927867651
opened,view,org.python.pydev,2.5.0.2012020915,"org.python.pydev.navigator.view",1328927867748
activated,perspective,org.python.pydev,2.5.0.2012020915,"org.python.pydev.ui.PythonPerspective",1328927867782
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1328927867788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927867822
activated,view,org.python.pydev,2.5.0.2012020915,"org.python.pydev.navigator.view",1328927870833
started,bundle,org.python.pydev.customizations,2.5.0.2012020915,"org.python.pydev.customizations",1328927871989
started,bundle,org.python.pydev.debug,2.5.0.2012020915,"org.python.pydev.debug",1328927871995
started,bundle,org.eclipse.wb.core.ui,1.1.0.r37x201109091028,"org.eclipse.wb.core.ui",1328927873224
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1328927873234
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1328927873262
started,bundle,org.eclipse.wb.swing,1.1.0.r37x201109091143,"org.eclipse.wb.swing",1328927878643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927878933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927880861
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1328927887554
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1328927893855
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1328927893862
activated,perspective,org.python.pydev,2.5.0.2012020915,"org.python.pydev.ui.PythonPerspective",1328927894998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927902712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927904813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927909148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927916231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927919655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927933732
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1328927934015
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328927934029
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328927934057
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.edit.text.openLocalFile",1328927934157
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1328927934506
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1328927938032
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328927938033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927941680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328927989109
activated,view,org.python.pydev,2.5.0.2012020915,"org.python.pydev.navigator.view",1328927990453
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1328928000963
started,bundle,org.python.pydev.jython,2.5.0.2012020915,"org.python.pydev.jython",1328928009822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328928010025
started,bundle,com.python.pydev,2.5.0.2012020915,"com.python.pydev",1328928040528
started,bundle,com.python.pydev.refactoring,2.5.0.2012020915,"com.python.pydev.refactoring",1328928040532
started,bundle,org.python.pydev.django,2.5.0.2012020915,"org.python.pydev.django",1328928040535
started,bundle,org.python.pydev.refactoring,2.5.0.2012020915,"org.python.pydev.refactoring",1328928040548
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1328928040555
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1328928040556
started,bundle,com.python.pydev.codecompletion,2.5.0.2012020915,"com.python.pydev.codecompletion",1328928040726
opened,editor,org.python.pydev,2.5.0.2012020915,"org.python.pydev.editor.PythonEditor",1328928040785
activated,editor,org.python.pydev,2.5.0.2012020915,"org.python.pydev.editor.PythonEditor",1328928040845
